3092.896388,24880.90308,-5.631774477,67800000,8235.134441,12430.35128,5.3125,21,52.08284024,7.216844202,28,2309,2070,0.973651192,378.9160035,5993571.264,25600000,5059.810216,14192.73811,226.6716835,8.879305785,2.979816401,7.621684999,2.01459856,12.29606723,3.506574857,7.621684999,0.090519273,287.0301665,2.031966397,4.823399893,1.624218256,7.621684999,0.881577492,2.741536312,7.516021352,0.11022864,1.271093364,0.004163181,0.287070136,0.082409263,179,44,1,1,1,1,1,311.4946204,110.664,247.0304,196.4607,67.57553716,161.4566,492.4533623,261.8,46,181,51,20455,12,4194,9.595859985,28,92.08052885,70,6,17,0.654997176,0.144668782,0.04381342,0.690174929,0.332317715,0.315583425,0.333177285,0.339503165,2.3,4.394314509,19.31,11,21,1167.95,1108.585648,1228962.14,2997.5,4255,387,69.4,86.682106,7513.7875,197.5,308,20,34.7,36.0725311,1301.2275,103.5,128,15,2.466666667,4.988876516,24.88888889,21,21,1345.333333,1225.841614,1502687.662,4255,4255,424,80.6,87.513199,7658.56,302,308,21,34.2,40.60191566,1648.515556,125,128,23,3,6,36,10,21,1567.7,1382.158996,1910363.49,3525,4255,626,99.5,101.4972413,10301.69,209.5,307,36,41.7,40.90733431,1673.41,95.5,128,26,5,8,64,21,21,2172.6,1675.193434,2806273.04,4255,4255,1242,137.2,118.2651259,13986.64,307,307,74,56.8,50.6138321,2561.76,128,128,36,12,13.74408964,188.9,39,4,14,14.76105988,217.8888889,39,5,20,17.20465053,296,39,6,23,18.50675552,342.5,39,23,10.47368421,3.269840356,10.69185596,9.5,16,9,11.24761905,3.490109121,12.18086168,15,16,10,10.91111111,3.376315473,11.39950617,10.5,16,10,12,3.645545227,13.29,13,15,12,4.75,4.763139721,22.6875,99,-1.868641335,5,10,14,19,0.45067862,0.316957948,0.233953188,0.389417559,1.530741632,1.897279441,1.677979723,1.681558236,5,10,14,19,0.441351396,0.38454828,0.271330851,0.485180259,1.777755141,1.816708744,1.805696368,1.730681315,5,9,14,19,0.557021393,0.207937768,0.142153704,0.634410501,0.951244116,1.221563339,0.939631611,0.958773352,0.01064964,0,0.05023567,0.111818511,0.012503379,0.49999997,1.000000715,4.846157341,4518.214299,0.472271394,81.5,283,13,84.36129148,7116.8275,8680000000,959319,1007983,959319,464797.6687,2.16E+11,0.99437,1,1,1,1,1
-37.08281661,-5.202698692,-97.4886933,4.83292208,2.198390793,-92.17258758,0.166666667,0,0.138888889,0.372677996,1,4,0,0.161997564,0.642100193,4260.144576,699553.233,836.3929896,2665.191756,0,0.796634811,0.89254401,2.802127791,0,0.292916968,0.541218041,1.237585199,-2.160080837,1.797513876,0.379900294,0.721650135,0.239609062,0.758429473,-2.855291195,0.301688474,0.091015935,0.001497901,0.005848127,0,0.001289535,0.00000166,0,0,0,0,0,0,0,4.41,-854.9316,0.656,3.2,3,5.6171,26.75,1.5,0,0,0,21,2,4,0.330718914,1,0.109375,6,1,2,0.15373599,-0.180377756,-0.133121889,0.120274305,-2.10488017,-1.227937665,-1.226399965,-1.356272405,1,0,0,1,1,84.15,63.6091778,4046.1275,3,281,2,3.9,4.33906672,18.8275,0,18,0,1.2,2.374868417,5.64,0,10,0,1,0,0,1,1,61.4,62.62885384,3922.373333,2,245,2,2.066666667,3.234535859,10.46222222,0,13,0,0.066666667,0.249443826,0.062222222,0,1,0,1,0,0,1,1,30,26.0478406,678.49,3,94,2,1.8,1.135781669,1.29,0,5,0,0.1,0.3,0.09,0,1,0,1,0,0,1,1,14,0.4,0.16,3,20,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.905263158,0.200829306,0.04033241,5,9,5,5.80952381,0.097124181,0.009433107,5,9,5,5.666666667,0,0,5,9,5,5.4,0,0,5,8,5,0,0,0,0,-116.1848601,0,0,1,1,-0.915189881,-0.685748042,-0.492866531,-1.010067016,-2.443896636,-1.834565654,-1.962073594,-2.204016849,0,1,1,1,-0.975364227,-0.529367932,-0.344839227,-0.956975073,-2.480608582,-2.089028269,-2.126190647,-2.182022519,1,1,1,1,-0.87357072,-0.691617027,-0.550775981,-0.74225942,-2.543335259,-2.448299929,-2.526602164,-2.549505115,0.001481334,-1102.333258,0.00713859,0.036717177,0.001348151,0,0.68445915,1.236347545,415.451815,-0.55391686,0,0,0,0,0,4000,0,0,0,0,0,0.985029,0,0,0,0,0
shang1,shang2,shang3,shang4,shang5,shang6,wordnet1,wordnet2,wordnet3,wordnet4,wordnet5,word1,word2,square,SCS,SCQ1,SCQ2,SCQ3,SCQ4,SCQ5,idf1,idf2,idf3,idf4,ICTF1,ICTF2,ICTF3,ICTF4,a11,a12,a13,PMI1,PMI2,PMI3,PMI4,PMI5,var1,var2,var3,var4,var5,reporter1,reporter2,reporter3,comple1,comple2,comple3,comple4,read1,read2,read3,read4,read5,read6,read7,read8,cixing1,ci2,ci3,len1,len2,len3,len4,len5,len6,len7,len8,selectrao1,selectrao2,selectrao3,selectrao4,selectrao5,selectrao6,selectrao7,selectrao8,selectrao9,daima200,daima201,daima202,daima203,daima204,daima206,daima207,daima208,daima209,daima2010,daima2011,daima2012,daima2013,daima2014,daima2015,daima2016,daima2017,daima2018,daima2019,daima2020,daima2021,daima2022,daima2023,daima150,daima151,daima152,daima153,daima154,daima156,daima157,daima158,daima159,daima1510,daima1511,daima1512,daima1513,daima1514,daima1515,daima1516,daima1517,daima1518,daima1519,daima1520,daima1521,daima1522,daima1523,daima100,daima101,daima102,daima103,daima104,daima106,daima107,daima108,daima109,daima1010,daima1011,daima1012,daima1013,daima1014,daima1015,daima1016,daima1017,daima1018,daima1019,daima1020,daima1021,daima1022,daima1023,daima50,daima51,daima52,daima53,daima54,daima56,daima57,daima58,daima59,daima510,daima511,daima512,daima513,daima514,daima515,daima516,daima517,daima518,daima519,daima520,daima521,daima522,daima523,fixcount201,fixcount202,fixcount203,fixcount205,fixcount206,fixcount151,fixcount152,fixcount153,fixcount155,fixcount156,fixcount101,fixcount102,fixcount103,fixcount105,fixcount106,fixcount51,fixcount52,fixcount53,fixcount55,fixcount56,fixfile201,fixfile202,fixfile203,fixfile204,fixfile205,fixfile206,fixfile151,fixfile152,fixfile153,fixfile154,fixfile155,fixfile156,fixfile101,fixfile102,fixfile103,fixfile104,fixfile105,fixfile106,fixfile51,fixfile52,fixfile53,fixfile54,fixfile55,fixfile56,subsquery1,subsquery2,subsquery3,rank1,WIG,kl150,kl151,kl152,kl153,kl154,kl155,kl156,kl157,kl158,kl159,kl1510,kl1511,kl100,kl101,kl102,kl103,kl104,kl105,kl106,kl107,kl108,kl109,kl1010,kl1011,kl50,kl51,kl52,kl53,kl54,kl55,kl56,kl57,kl58,kl59,kl510,kl511,NCQ,CT,fixfile1,fixfile2,fixfile3,fixfile4,fixfile5,idfnew,scqnew,sac,dev1,dev2,dev3,dev4,dev5,time1,hang1,hang2,hang3,hang4,hang5,RS,class20,class1,class5,class10,class15
-9.313883439,0,-87.35179518,234.0351056,15.29820596,-2.412742022,3.275,0,15.924375,3.990535678,16,118,23,0.949449125,9.244867731,342481.4563,1.05E+07,3236.600339,11353.54418,0,5.32753924,2.308146278,7.341483852,0,6.16356616,2.482653049,7.341483852,-2.065245334,50.58361098,0.790368922,3.966284745,0.686800251,5.73204594,-1.377833523,0.783325576,0.613598958,0.008826572,0.065914155,0,0.014045556,1.97E-04,1,1,1,0,0,0,0,20.8375,40.4218,14.776,16.6589,13.53565375,18.0075,61.43888889,9.4,5,19,6,838,5,141,2.68901904,7,7.230823399,16,1,13,0.448792162,0.001349847,-1.67E-04,0.460897054,-0.261971,-0.12819482,-0.18858765,-0.2094107,1.1,0.3,0.09,1,2,487.4,512.8060452,262970.04,259,2079,33,30.65,34.34716145,1179.7275,20.5,153,0,11.85,13.1349724,172.5275,4.5,57,1,1.066666667,0.249443826,0.062222222,1,2,470.6,526.9595557,277686.3733,59,2079,33,29.26666667,37.04135827,1372.062222,3,153,0,11.86666667,13.97553418,195.3155556,1,57,1,1,0,0,1,1,232.4,163.3965728,26698.44,202,516,33,14,10.7424392,115.4,6.5,33,0,7,5.310367219,28.2,9,19,1,1,0,0,1,1,292.6,163.1178715,26607.44,86,516,86,14.6,9.264987858,85.84,3,31,3,7.4,5.986651819,35.84,2,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.921052632,1.060823388,1.12534626,7.5,11,6,8.895238095,1.218303344,1.484263039,10,10,6,9.488888889,0.499876528,0.249876543,9,10,9,10,0,0,10,10,10,1.212765957,2.428578403,5.897993059,0,-26.92470524,4,7,12,16,-0.475749457,-0.159781733,-0.067855431,-0.432663411,-0.765134931,-0.169939935,-0.31648618,-0.376971453,4,8,11,15,-0.405889407,-0.224597218,-0.109938375,-0.359128982,-0.71309948,-0.081896245,-0.356345654,-0.467202276,3,6,11,15,-0.251622948,-0.343518151,-0.209000632,-0.075236231,-1.059284449,-0.630087197,-0.984783709,-1.079197526,0.004297375,0,0.025481344,0.072295686,0.005226666,0.00271845,1.000000119,2.802772277,2428.946498,0.208515608,0,0,0,0,0,100000,0,0,0,0,0,0.989088,1,1,1,1,1
-2.349603403,283.3123754,-61.26221034,3379.585571,58.13420311,-4.329064328,2.1875,5,7.15234375,2.674386612,8,24,3,0.664938432,9.08260564,75860.5332,7930122.272,2816.047278,8151.036438,0,3.911175308,1.97766916,7.341483852,0,5.14805668,2.268932939,7.341483852,-1.321194006,9.818694304,0.701335307,1.584185533,0.70400702,3.358691776,-0.922312745,0.681618141,0.464603291,0.005297444,0.015208938,0,0.003408808,1.16E-05,0,0,0,0,0,0,0,16.49222222,61.93,11.3289,15.2444,12.48683298,13.6296,58.48148148,8.5,0,9,2,172,6,27,3.465685205,6,12.01097394,17,2,10,0.509824362,-0.024739773,-0.004074478,0.536027812,0.0917875,0.06990896,0.047488775,0.06933305,1.05,0.217944947,0.0475,1,2,876.55,986.6058217,973391.0475,807,4066,65,47.75,64.47392884,4156.8875,91.5,286,3,17.95,29.30439387,858.7475,3,118,0,1.066666667,0.249443826,0.062222222,1,2,789,948.4420207,899542.2667,882,4066,65,55.06666667,70.8919052,5025.662222,41,286,3,16.86666667,28.23913754,797.4488889,14,118,1,1,0,0,1,1,898.3,1089.995784,1188090.81,769,4066,100,53.7,78.66263408,6187.81,41,286,3,20,33.24454843,1105.2,12.5,118,1,1,0,0,1,1,1196,1447.341978,2094798.8,424,4066,161,75.8,105.7627534,11185.76,20,286,3,29.4,44.38287958,1969.84,9,118,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.521052632,1.07462549,1.154819945,7,11,6,8.60952381,1.1505298,1.323718821,10,11,6,8.333333333,1.282358937,1.644444444,7,10,6,8.7,0.640312424,0.41,9.5,10,8,1.222222222,1.98761598,3.950617284,0,-12.77380149,1,4,7,10,-0.5292375,-0.180612665,-0.041685504,-0.476230912,-1.210643038,-0.683375284,-0.7363379,-0.762810528,2,6,8,9,-0.421845545,-0.16316735,-0.034812609,-0.356806867,-0.810968146,-0.303237543,-0.439553201,-0.532609552,2,4,8,8,-0.393625091,-0.129550436,-0.023285179,-0.343911298,-0.771310136,-0.322593138,-0.419856548,-0.458632469,0.002619134,0,0.024498377,0.072894382,0.005313591,0,1.000000119,2.840441651,2809.649378,-0.010937331,0,0,0,0,0,100000,0,0,0,0,0,0.990582,0,0,0,0,0
-13.2378035,462.974155,-91.9899436,1838.045141,42.87242869,-18.30959269,3.05952381,0,14.93693311,3.864832869,16,138,16,0.932118165,9.866979484,352768.4651,7615407.805,2759.602835,11020.33506,0,4.492350126,2.119516484,7.372118028,0,5.812320813,2.410875528,7.372118028,-1.708910607,56.62561091,0.7756933,4.597233167,0.572874786,5.644563115,-1.465316348,0.68436732,0.468358628,0.006157784,0.030439618,0,0.005550585,3.08E-05,0,0,0,0,0,1,0,17.0574086,67.3593,10.2818,14.7204,12.21954446,15.0157,53.25268817,7.083333333,4,34,13,828,5,154,2.995836769,7,8.975037949,18,1,10,0.575245908,-0.011135278,-0.002939145,0.598781731,0.1987355,-0.01699137,-0.008841025,0.04710001,1.1,0.435889894,0.19,1,3,716.5,458.4047884,210134.95,483,1824,134,32.45,29.60823365,876.6475,15.5,138,1,23.9,22.26409666,495.69,10.5,104,0,1.133333333,0.498887652,0.248888889,1,3,837.4666667,461.9344638,213383.4489,209,1824,209,37.33333333,32.41330317,1050.622222,1,138,1,28.53333333,23.76795228,564.9155556,104,104,6,1.2,0.6,0.36,1,3,942.8,478.550269,229010.36,1046.5,1824,209,40.1,37.26781453,1388.89,35.5,138,1,31.8,27.23159929,741.56,34.5,104,6,1.4,0.8,0.64,1,3,1021.6,301.2258953,90737.04,873,1410,652,27,15.50483795,240.4,20,51,6,20.2,9.064215355,82.16,29,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.268421053,1.172739766,1.37531856,7,12,6,8.085714286,1.02459549,1.049795918,9,10,6,7.888888889,1.119964726,1.254320988,7,10,6,7.6,1.496662955,2.24,9,10,6,0.396103896,0.776428981,0.602841963,0,-25.28326562,2,5,10,14,-0.489403649,-0.152542515,-0.03403784,-0.466470897,-0.73898688,-0.176376179,-0.269557193,-0.379762366,3,7,8,11,-0.458694402,-0.191813073,-0.050333151,-0.375035465,-0.755748421,-0.083035484,-0.343809023,-0.463011965,3,7,7,10,-0.434837341,-0.194862123,-0.051727388,-0.349137455,-0.938516289,-0.453600302,-0.589287594,-0.649488881,0.002319943,0,0.013008818,0.046604752,0.002172003,0.067255959,1,2.851433332,1501.784142,-0.384669857,0,0,0,0,0,100000,0,0,0,0,0,0.989698,1,0,0,0,0
4.69506688,540.5716507,-85.43761379,7806.451509,88.35412559,-2.783905611,2.208333333,0,7.498263889,2.7382958,9,37,2,0.821359223,6.689312448,169649.6765,1.66E+07,4070.985878,11377.56113,0,2.766286026,1.663215568,7.342779189,0,4.112716188,2.027983281,7.342779189,-1.692254961,11.82988486,0.537722039,2.1081282,0.552078654,2.514465452,-0.415515444,0.468691407,0.219671635,0.008211424,0.079499677,0,0.012325731,1.52E-04,1,0,0,0,0,0,0,8.955262206,52.9522,8.6773,11.0966,10.46420027,12.4829,51.7920434,4.571428571,3,12,0,228,5,39,1.577704622,4,2.489151874,9,3,10,0.602573865,-0.027186656,-0.004502046,0.635441572,0.1027357,-0.087526915,-0.08481793,-0.083216635,1,0,0,1,1,1137.05,991.9441756,983953.2475,2071,4066,76,46.85,65.76798233,4325.4275,143.5,286,1,22.8,30.15891245,909.56,59.5,118,0,1,0,0,1,1,1188.866667,1072.713374,1150713.982,2079,4066,76,51.06666667,73.53680862,5407.662222,153,286,1,24.06666667,33.71343287,1136.595556,57,118,0,1,0,0,1,1,1509.8,1143.468565,1307520.36,992.5,4066,307,70.4,83.08092441,6902.44,13.5,286,3,33.3,37.80224861,1429.01,9,118,0,1,0,0,1,1,1231.8,940.6951472,884907.36,1308,3000,307,44.6,20.90550167,437.04,83,83,24,28.6,27.99714271,783.84,84,84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.283703524,1.647894737,7,10,6,7.933333333,1.251792366,1.566984127,10,10,6,8.577777778,0.682768511,0.46617284,8.5,10,8,8.7,0.640312424,0.41,9.5,10,8,0.179487179,0.499835607,0.249835634,0,-20.30272835,3,6,7,9,-0.129369432,-0.231653876,-0.076913164,-0.05419749,-1.159697533,-1.058031589,-1.106326908,-1.124934316,3,6,7,8,-0.13377519,-0.265924636,-0.097405099,-0.060525626,-1.316159368,-1.205482066,-1.25258866,-1.298036426,2,4,5,7,-0.105453107,-0.375595891,-0.178768476,-0.018549457,-1.77957499,-1.754145741,-1.751712799,-1.80902113,0.001853867,0,0.015595718,0.05064462,0.002564878,0,1,2.510699965,4349.991705,-0.015339857,0,0,0,0,0,100000,0,0,0,0,0,0.990818,1,1,1,1,1
-5.835305667,283.3123754,-75.00239046,2319.495658,48.16114261,-17.46814848,2.1,0,8.09,2.844292531,10,37,5,0.676319176,10.73876476,67128.26049,7706798.005,2776.11203,10099.11859,0,4.920861211,2.218301425,7.348587531,0,7.315314086,2.704683731,7.348587531,-1.553187558,22.03177341,0.8473759,3.969761973,0.808631289,7.348587531,-0.460304232,0.927430483,0.860127301,0.007233827,0.027825211,0,0.005371868,2.89E-05,0,0,0,0,0,0,0,16.34163265,41.0492,12.403,14.7788,13.09950494,17.6488,48.17142857,5.6,2,9,7,278,6,42,3.154380031,5.5,9.950113379,17,3,12,0.364802337,0.058521704,0.010075913,0.343333184,0.1055435,0.14662893,0.12615298,0.092355725,1,0,0,1,1,942.5,995.2215582,990465.95,874.5,4066,38,38.95,62.18076471,3866.4475,9.5,286,0,22.45,29.62342823,877.5475,8,118,0,1,0,0,1,1,969,1128.756484,1274091.2,431,4066,38,37.53333333,70.13973355,4919.582222,2,286,0,20.86666667,29.26856486,856.6488889,4,118,0,1,0,0,1,1,860.9,852.957496,727536.49,928.5,3001,107,25.4,25.39370001,644.84,18.5,84,0,17.7,14.69727866,216.01,8,46,0,1,0,0,1,1,1315.6,1003.124638,1006259.04,1129,3001,127,23.2,19.87360058,394.96,3,54,0,19.8,12.44829306,154.96,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.552631579,1.401077939,1.963019391,7.5,10,6,8.314285714,1.494843745,2.234557823,10,10,6,8.866666667,1.499629584,2.248888889,7.5,10,6,9.3,0.458257569,0.21,10,10,9,1.119047619,2.049417815,4.200113379,0,-10.32259399,3,5,6,10,-0.644123276,-0.247966849,-0.078601751,-0.537136983,-1.429135129,-0.73913531,-0.874255784,-0.974683322,3,5,5,9,-0.577411803,-0.336776669,-0.1366622,-0.497430932,-1.89296703,-1.276556715,-1.399466403,-1.523492284,3,5,5,9,-0.544628934,-0.392049928,-0.180761674,-0.488681864,-2.104848906,-1.519116327,-1.606880732,-1.80882553,0.004114396,0,0.014139699,0.056787573,0.003224828,0,1.000000119,3.323819435,1598.291916,-0.050756883,0,0,0,0,0,100000,0,0,0,0,0,0.989417,1,0,1,1,1
-4.132756184,283.3123754,-58.36618006,2357.083021,48.5497994,-2.890661228,3.655172414,4,16.57074911,4.0707185,15,34,7,0.851446945,9.536114982,63691.10633,2190693.787,1480.099249,5382.720374,0,4.969897949,2.229326793,7.349230825,0,5.533477702,2.352334522,7.349230825,-1.277534003,15.42522453,0.70114657,2.389129886,0.518845087,4.864324175,-1.622852358,0.718285214,0.515933649,0.005394459,0.03750091,0,0.006088444,3.71E-05,0,0,0,0,0,0,0,11.86574468,51.5825,11.9027,13.6553,11.66025404,9.867,51.15957447,6.5,3,13,7,216,5,41,1.900248896,6,3.610945866,9,1,9,0.452959987,0.017484178,0.002314076,0.452916755,0.21624803,0.123221665,0.13752563,0.15930473,1.05,0.217944947,0.0475,1,2,561.6,866.3876384,750627.54,2236,4066,54,25.15,60.59725654,3672.0275,146.5,286,1,14,25.05793288,627.9,60,118,0,1.066666667,0.249443826,0.062222222,1,2,594.7333333,962.220797,925868.8622,281,4066,54,30.33333333,69.09864125,4774.622222,19,286,1,14.8,28.56384661,815.8933333,10,118,0,1.1,0.3,0.09,1,2,289.5,173.4267857,30076.85,419.5,601,54,14.4,10.99272487,120.84,22.5,36,3,8.6,8.212186067,67.44,18.5,31,0,1.2,0.4,0.16,1,2,272.2,157.2442686,24725.76,160,552,99,13.8,10.34214678,106.96,7,32,3,7.4,2.8,7.84,6,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.526315789,2.14889007,4.617728532,5,12,5,6.6,2.32009852,5.382857143,7.5,12,5,7.177777778,2.791167728,7.790617284,7.5,12,5,8.6,3.039736831,9.24,11,12,5,0.926829268,1.237429356,1.53123141,0,-13.34305754,0,1,5,7,-0.422581759,-0.12080068,-0.020313374,-0.421196923,-0.836241692,-0.382276624,-0.405168004,-0.502549328,3,7,8,9,-0.296525474,-0.1345583,-0.024478004,-0.243144616,-0.580731541,-0.17991218,-0.334906437,-0.40398518,4,7,7,8,-0.368561614,-0.148287474,-0.029011394,-0.380879849,-0.61312142,-0.103484243,-0.145448156,-0.388655998,0.002665677,0,0.021638596,0.0737737,0.005442559,0.036332445,1.000000238,2.432902043,1553.441618,0.150317451,0,0,0,0,0,100000,0,0,0,0,0,0.991028,1,0,1,1,1
-10.98856091,0,-66.4018601,282.7882701,16.81630964,0,3.076923077,5,18.84023669,4.340534148,16,31,2,0.781993569,6.630672606,68031.24164,5074586.81,2252.684357,8214.467141,0,4.901170153,2.213858657,7.349230825,0,7.084515574,2.661675332,7.349230825,-1.317588541,23.02315789,0.959298246,4.543240746,0.837070267,7.349230825,-0.338307942,0.920829314,0.847926625,0.007176087,0.028407086,0,0.007003056,4.90E-05,0,0,0,0,0,0,0,16.13380952,24.3771,15.0762,15.3841,13.48808848,16.6156,49.57142857,6,1,6,0,207,6,33,2.688614911,11,7.228650138,13,2,13,0.309274348,0.061772522,0.012364791,0.297966899,-0.0129,0.1577812,0.102390285,0.08618921,1.05,0.217944947,0.0475,1,2,439.05,382.8071936,146541.3475,101.5,1434,33,21.3,17.9195424,321.11,4.5,78,0,10.95,7.832464491,61.3475,9,34,1,1.066666667,0.249443826,0.062222222,1,2,488.6666667,413.6840448,171134.4889,425,1434,33,22.4,18.98350161,360.3733333,28,78,0,10.73333333,7.654773384,58.59555556,11,34,1,1.1,0.3,0.09,1,2,550.1,486.0671661,236261.29,537.5,1434,33,23,22.28452378,496.6,26,78,0,11.5,8.732124598,76.25,8.5,34,1,1.2,0.4,0.16,1,2,459,501.2468454,251248.4,1434,1434,65,25,26.92953769,725.2,78,78,5,10.6,12.00999584,144.24,34,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.547368421,1.787491162,3.195124654,7.5,10,5,8.904761905,1.600736792,2.562358277,10,10,5,9.622222222,0.48483165,0.235061728,9.5,10,9,10,0,0,10,10,10,0.848484848,1.689920423,2.855831038,0,-14.01045689,2,5,8,12,-0.615258339,-0.184572606,-0.060547856,-0.664383031,-0.931239396,-0.200783253,-0.254335612,-0.472786114,2,7,8,13,-0.579079343,-0.23370712,-0.088149204,-0.55886478,-1.115301043,-0.413321257,-0.52391246,-0.75635241,2,7,10,13,-0.485869901,-0.259798339,-0.104768695,-0.421211369,-1.348682195,-0.75883311,-0.919606179,-1.057945028,0.004516248,-1102.333258,0.024856924,0.069144283,0.004780932,0.005383756,1,3.090810076,2061.552777,0.218433088,0,0,0,0,0,100000,0,0,0,0,0,0.991165,0,0,0,0,0
